station code,Station name,srcStateName,srcYear,Minimum temperature for medium and minor rivers,Maximum temperature for medium and minor rivers,Minimum value of dissolved oxygen,Maximum value of dissolved oxygen,Minimum potential of Hydrogen value in water,Maximum potential of Hydrogen value in water,Minimum Conductivity Level,Maximum Conductivity Level,Minimum Biochemical oxygen demand,Maximum Biochemical oxygen demand,Minimum  of Nitrate N + Nitrite N required for medium and minor rivers,Maximum  of Nitrate N + Nitrite N required for medium and minor rivers,Minimum  of Faecal Coliforms for medium and minor rivers,Maximum   of Faecal Coliforms for medium and minor rivers,Minimum  of total coliform for medium and minor rivers,Maximum  of total coliform for medium and minor rivers,YearCode,Year
1563,"AMARAVILA, KERALA",KERALA,2017,29,33,6,6.6,6.2,6.8,76,120,0.9,1,0.05,0.05,80,240,550,880,2017,"Calendar Year (Jan - Dec), 2017"
1564,"AYUR, KERALA",KERALA,2017,24,26,4.5,7.1,6.8,7.7,110,158,1,1.6,0.52,0.89,110,190,320,400,2017,"Calendar Year (Jan - Dec), 2017"
1565,"PAMBA DOWN, KERALA",KERALA,2017,27,29,1.7,6.7,5.9,7.1,49,73,0.2,1.8,0.16,0.86,110,490,250,680,2017,"Calendar Year (Jan - Dec), 2017"
1566,"THIRURANGADY, KERALA",KERALA,2017,29,31.5,5.8,7,6.5,7.2,62,280,0.3,3,0.02,168,16,255,32,480,2017,"Calendar Year (Jan - Dec), 2017"
1567,"KUTTIYADY ESTATE, KERALA",KERALA,2017,26,32,5.1,8,6.5,7.3,20,34,0,5,0.02,0.5,12,260,20,400,2017,"Calendar Year (Jan - Dec), 2017"
1568,"VALAYAM, KERALA",KERALA,2017,25,30,5.3,7.8,6.1,7.3,28,98,0,1,0.05,0.5,8,480,18,1400,2017,"Calendar Year (Jan - Dec), 2017"
1569,"THALIPARAMBA, KERALA",KERALA,2017,25,32,4.6,8.1,5.7,7.5,94,47000,0.4,3,0.06,1.1,24,940,49,3000,2017,"Calendar Year (Jan - Dec), 2017"
1570,"HOSDURG, KERALA",KERALA,2017,25,28,3.2,7,6.2,7.9,95,50000,0.5,2.2,0.01,0.21,14,188,91,1180,2017,"Calendar Year (Jan - Dec), 2017"
1571,"KAKKADAVU, KERALA",KERALA,2017,24,28,6.7,8.1,5.4,8.1,47,98,0.1,3,0,0.8,19,184,34,1230,2017,"Calendar Year (Jan - Dec), 2017"
1572,"PADIYATHADKA, KERALA",KERALA,2017,25,29,7,8.4,6.4,7.7,51,80,0.2,2.5,0.01,0.3,14,212,84,990,2017,"Calendar Year (Jan - Dec), 2017"
1573,"IRUMPANAM, KERALA",KERALA,2017,26,39,0.6,5.5,6.2,7.2,118,9700,0.8,4.6,0.21,5.37,140,5800,220,7900,2017,"Calendar Year (Jan - Dec), 2017"
2284,R NEYYAR AT ARUVIPURAM,KERALA,2017,30,33,6.8,7.3,6.6,7,70,162,0.5,0.8,0.05,0.05,80,270,200,400,2017,"Calendar Year (Jan - Dec), 2017"
2285,R MAMOM AT MAMOM BRIDGE,KERALA,2017,30,33,6.4,7.2,6.3,6.9,77,120,1.1,1.8,0.05,0.05,5,540,1380,1600,2017,"Calendar Year (Jan - Dec), 2017"
2286,R AYROOR AT AYROOR BRIDGE,KERALA,2017,30,33,6.4,7,6,6.8,89,130,0.6,0.9,0.05,0.05,100,690,1000,1330,2017,"Calendar Year (Jan - Dec), 2017"
2288,R PALLICKAL AT NELLIMUKAL,KERALA,2017,25,30,5.4,7.1,6.9,7.5,124,160,1,2,0.2,0.96,110,200,320,420,2017,"Calendar Year (Jan - Dec), 2017"
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,2017,27,32,5.1,8,6.9,7.6,35,146,0.3,13,0.04,0.5,31,290,100,700,2017,"Calendar Year (Jan - Dec), 2017"
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,2017,26,32,4.9,8.5,6.8,7.8,91,240,1.1,6.4,0.02,0.54,60,260,190,750,2017,"Calendar Year (Jan - Dec), 2017"
2292,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,2017,29.5,31.5,3.1,6.4,6.3,7.4,48,30750,0.6,3.6,0.02,2,8,120,12,240,2017,"Calendar Year (Jan - Dec), 2017"
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,2017,29,31.5,5.1,8,6.5,7.5,58,143,0.3,3.6,0.05,1.4,12,1100,24,2400,2017,"Calendar Year (Jan - Dec), 2017"
2294,R KALLAI AT KALLAI BRIDGE,KERALA,2017,22,30,1.1,4.3,6.8,8,767,50980,0.7,4.5,0.07,1.3,40,6000,70,14000,2017,"Calendar Year (Jan - Dec), 2017"
2295,R CORAPUZHA AT KANAYANKODE,KERALA,2017,24,31,2.4,7.8,6.8,7.8,329,40360,0,1.4,0.02,0.58,90,4200,100,4800,2017,"Calendar Year (Jan - Dec), 2017"
2296,R THALLASSERY AT PATHIPPALAM,KERALA,2017,25,28,3.6,8.3,6.2,7.2,57,1200,0.2,2.7,0.06,0.87,200,760,380,2800,2017,"Calendar Year (Jan - Dec), 2017"
2297,ANCHARAKANDY AT MERUVAMBA,KERALA,2017,24,29,3.5,9,6.1,7.3,42,211,0.7,2.9,0.05,0.72,100,800,350,1740,2017,"Calendar Year (Jan - Dec), 2017"
2298,R KUPPAM AT RAYAROM,KERALA,2017,23,32,6.5,8.7,6.3,7.5,36,99,0.1,2,0.05,0.8,48,820,330,1020,2017,"Calendar Year (Jan - Dec), 2017"
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,2017,26,31,2.5,8.4,5.9,7.7,118,59900,0.2,3,0.05,1.05,10,720,140,1700,2017,"Calendar Year (Jan - Dec), 2017"
2300,R PERUVAMBA AT CHANDAPPURA,KERALA,2017,24,30,3.9,8.1,5.8,7.4,32,120,0.1,3.9,0.04,0.84,72,760,130,1720,2017,"Calendar Year (Jan - Dec), 2017"
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,2017,24,30,3.6,7.7,5.1,7.7,38,3549,0.3,3.9,0.21,0.74,3,960,120,2600,2017,"Calendar Year (Jan - Dec), 2017"
2302,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,2017,24,29,3.9,8.3,6.7,8.3,75,40000,0.3,2.2,0.01,0.3,20,350,89,1200,2017,"Calendar Year (Jan - Dec), 2017"
2303,R PULLUR AT PULLUR BR.,KERALA,2017,24,29,6.9,8.2,6.1,7.8,43,82,0.1,2.4,0.01,0.54,16,216,51,1120,2017,"Calendar Year (Jan - Dec), 2017"
2304,R MOGRAL AT MOGRAL BR.,KERALA,2017,24,32,4.5,7.5,6.1,7.8,252,51000,0,3.1,0.01,0.5,24,448,66,1520,2017,"Calendar Year (Jan - Dec), 2017"
2305,R SHRIYA AT ANGADIMOGARU,KERALA,2017,24,29,5.9,8.5,6.1,7.7,53,84,0.3,3,0.01,0.2,22,352,62,12000,2017,"Calendar Year (Jan - Dec), 2017"
2306,R UPPALA AT UPPALA BR.,KERALA,2017,25,32,4.3,7.7,6.4,7.9,105,52110,0.2,3.2,0,0.5,15,936,48,1760,2017,"Calendar Year (Jan - Dec), 2017"
2307,R MANJESWARAM AT BAJRAKKARA BR.,KERALA,2017,24,30,3.7,8.2,6.4,8.2,70,150,0.5,2.8,0.01,0.5,12,272,72,1240,2017,"Calendar Year (Jan - Dec), 2017"
2319,ANCHARAKANDY AT ANCHARAKANDY,KERALA,2017,25,30,4.8,8,6.2,7.4,50,32860,0.3,2.7,0.04,1.56,16,780,480,1280,2017,"Calendar Year (Jan - Dec), 2017"
2326,R KORAYAR AT KANJIKODE,KERALA,2017,28,31,0.5,10.3,7.1,8.2,355,955,0.4,3,0.21,0.52,4,100,20,200,2017,"Calendar Year (Jan - Dec), 2017"
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,2017,26,31,6.6,9.4,6.6,8,10,848,1.1,3,0.1,0.73,10,286,40,320,2017,"Calendar Year (Jan - Dec), 2017"
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,2017,26,30,6.8,8.8,6.2,8.3,175,340,0.3,6.6,0.21,0.99,40,580,60,980,2017,"Calendar Year (Jan - Dec), 2017"
4171,"NEHDA DAM, PALI",RAJASTHAN,2018,13.5,28.5,0.7,4.3,8,8.8,8000,15600,2,88.2,2.62,3.15,20,75,75,210,2018,"Calendar Year (Jan - Dec), 2018"
3366,"UMTREW RIVER AT UMRAN, RI- BHOI",MEGHALAYA,2018,14,24,6.8,8.6,6.7,7.5,40,470,1,4.3,0.3,0.56,28,79,120,540,2018,"Calendar Year (Jan - Dec), 2018"
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,2018,25,30,5.2,7.2,6,8,277,1342,1.2,1.8,1.26,17.11,7,75,210,2400,2018,"Calendar Year (Jan - Dec), 2018"
2352,"RIVER VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM, A.P",ANDHRA PRADESH,2018,25,30,5.1,7.2,6.9,8,248,7526,0.9,2.2,1.27,14.53,9,45,120,1100,2018,"Calendar Year (Jan - Dec), 2018"
1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN","DAMAN, DIU, DADRA NAGAR HAVELI",2018,27.6,32.1,5.1,6.7,7.2,8.2,163,290,1,4,0.1,1.32,2,130,15,920,2018,"Calendar Year (Jan - Dec), 2018"
2459,"AT ZARI CAUSE WAY BRIDGE, DAMAN","DAMAN, DIU, DADRA NAGAR HAVELI",2018,28,31.4,3.8,6.6,7.1,8.1,547,10794,2,28,0.16,2.2,26,350,120,1600,2018,"Calendar Year (Jan - Dec), 2018"
2460,"DISCHARGE POINT OF DISTILLERY, DAMAN","DAMAN, DIU, DADRA NAGAR HAVELI",2018,28,31.2,4.1,6.8,7.3,8.4,7650,39705,1.6,38,0.18,1.84,26,350,58,1600,2018,"Calendar Year (Jan - Dec), 2018"
2461,"AT DAMAN JETTY, MOTI DAMAN","DAMAN, DIU, DADRA NAGAR HAVELI",2018,28,32.1,4.6,7.2,6.9,7.9,6180,59212,1.8,108,0.15,1.8,33,280,84,1600,2018,"Calendar Year (Jan - Dec), 2018"
2462,"VAPI WEIR, VAPI, DAMAN","DAMAN, DIU, DADRA NAGAR HAVELI",2018,28,32,4.9,6.5,7.1,8.4,207,374,1,6,0.1,1.8,34,920,220,1600,2018,"Calendar Year (Jan - Dec), 2018"
2463,"AT LAVACHA TEMPLE, SILVASSA","DAMAN, DIU, DADRA NAGAR HAVELI",2018,28,33,4.8,6.8,7.4,8.4,184,385,1,6,0.15,1.42,29,350,63,1600,2018,"Calendar Year (Jan - Dec), 2018"
2464,"D/S OF M/S SURAT BEVERAGES, VILLAGE DADRA, SILVASS","DAMAN, DIU, DADRA NAGAR HAVELI",2018,28,32.2,5.2,7,7.4,8.1,199,411,1,5,0.12,1.66,34,350,70,920,2018,"Calendar Year (Jan - Dec), 2018"
2298,R KUPPAM AT RAYAROM,KERALA,2018,24,30,6.4,8.2,6.2,7.7,38,130,0.5,2.5,0,1.3,40,1100,170,2000,2018,"Calendar Year (Jan - Dec), 2018"
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,2018,25,32,3.9,8,6,7.9,136,42000,0.5,2.7,0,1.21,30,1400,100,1600,2018,"Calendar Year (Jan - Dec), 2018"
2300,R PERUVAMBA AT CHANDAPPURA,KERALA,2018,26,31,4.3,7.9,6.1,7.7,38,73,0.3,2.7,0,0.33,140,790,170,1100,2018,"Calendar Year (Jan - Dec), 2018"
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,2018,25,30,3.9,8.1,6,7.5,33,140,0.1,3.9,0,0.95,80,1500,180,2000,2018,"Calendar Year (Jan - Dec), 2018"
2302,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,2018,28,32,6.2,8,6.7,8,53,2500,0.1,2.9,0,0.39,220,490,920,2000,2018,"Calendar Year (Jan - Dec), 2018"
2303,R PULLUR AT PULLUR BR.,KERALA,2018,28,34,4,7.7,6.4,8.3,40,96,0.5,2.9,0,0.59,170,450,890,1530,2018,"Calendar Year (Jan - Dec), 2018"
2304,R MOGRAL AT MOGRAL BR.,KERALA,2018,26,32,3.8,7.8,6.1,7.7,300,56000,0.5,2.3,0,0.26,250,540,1060,2180,2018,"Calendar Year (Jan - Dec), 2018"
2305,R SHRIYA AT ANGADIMOGARU,KERALA,2018,28,31,7.1,8.8,6.5,8,60,80,0.6,2.8,0,0.58,200,370,840,1500,2018,"Calendar Year (Jan - Dec), 2018"
2306,R UPPALA AT UPPALA BR.,KERALA,2018,27,34,3,8,6.5,7.9,80,59000,0.8,3,0,0.56,220,450,980,1820,2018,"Calendar Year (Jan - Dec), 2018"
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,2018,27,32,6,8.3,6.4,8,69,140,0.5,2.4,0,7.3,270,350,1030,1700,2018,"Calendar Year (Jan - Dec), 2018"
2319,R ANCHARAKANDY AT MERUVAMBA,KERALA,2018,24,32,5.4,8.1,6.5,7.8,54,26700,0.2,2,0,0.64,39,1700,40,2800,2018,"Calendar Year (Jan - Dec), 2018"
2326,R KORAYAR AT KANJIKODE,KERALA,2018,24,33,3.8,8.4,7.4,8.1,200,1356,0.6,5.1,0.03,4.1,0,360,40,800,2018,"Calendar Year (Jan - Dec), 2018"
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,2018,27,31,6.2,9.3,7,8.2,101,229,0.4,2.9,0.04,1.32,0,480,100,1220,2018,"Calendar Year (Jan - Dec), 2018"
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,2018,27,32,6,8.9,6.2,7.9,109,440,0.4,3.6,0.02,1.75,0,700,100,1000,2018,"Calendar Year (Jan - Dec), 2018"
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,2018,25,33,5,7.1,6,6.9,36,96,0.5,2.4,0.22,1.96,400,3900,790,7000,2018,"Calendar Year (Jan - Dec), 2018"
2334,RIVER PERIYAR AT PATHALAM,KERALA,2018,25,30,3.8,7.4,6.2,7.2,37,16700,1.5,5.7,0.19,1.86,200,4000,700,7000,2018,"Calendar Year (Jan - Dec), 2018"
2335,R PERIYAR AT KALAMASSERY,KERALA,2018,25,31,1.1,6.8,6,6.6,47,407,2,3.4,0.19,2,540,3400,1700,24000,2018,"Calendar Year (Jan - Dec), 2018"
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,2018,25,30,3,7.3,6.5,7.7,37,33600,0.8,4.8,0,1.08,40,2700,270,7000,2018,"Calendar Year (Jan - Dec), 2018"
2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA,2018,26,30,0.8,3.4,5.7,6.9,80,600,2.7,6.7,0.12,2,790,4600,1300,7900,2018,"Calendar Year (Jan - Dec), 2018"
2338,R KADAMBAYAR AT MANCKAKADAVU,KERALA,2018,27,30,1.2,3.4,6,6.9,70,233,2,6.5,0.1,2,200,4300,1000,7000,2018,"Calendar Year (Jan - Dec), 2018"
3458,KARAPUZHA DAM AT WAYANAD,KERALA,2018,25,31,5.4,8.3,6.3,7.9,85,148,0.3,1.2,0.02,0.43,2,33,10,190,2018,"Calendar Year (Jan - Dec), 2018"
3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,2018,25,32,2.1,7.2,6.1,7.3,75,180,0.2,4.4,0.13,0.23,4,100,30,322,2018,"Calendar Year (Jan - Dec), 2018"
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,2018,25,32,3.8,8.2,7.2,8.3,139,1082,0.6,3.5,0.05,8.2,0,640,100,1200,2018,"Calendar Year (Jan - Dec), 2018"
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,2018,26,32,6.3,8.1,6.7,7.8,48,101,0.5,0.9,0,1.8,110,1200,150,1600,2018,"Calendar Year (Jan - Dec), 2018"
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,2018,20,30,6.3,7.4,7.1,7.4,100,120,1.1,2,0.52,0.86,40,150,120,380,2018,"Calendar Year (Jan - Dec), 2018"
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHA",KERALA,2018,22,30,5.8,6.8,6.4,6.8,90,118,1.1,2.2,0.32,0.56,70,310,150,630,2018,"Calendar Year (Jan - Dec), 2018"
3468,"PERIYAR AT KWA INTAKE- ALUVA, ERNAKULAM",KERALA,2018,25,32,5.8,7.5,6.5,6.9,36,66,0.2,2,0.03,0.9,100,1700,400,5800,2018,"Calendar Year (Jan - Dec), 2018"
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,2018,31,34,6.1,8.4,6.1,6.9,102,150,0.9,2.1,,,70,150,100,200,2018,"Calendar Year (Jan - Dec), 2018"
3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,2018,24,32,5.8,7.3,6.9,7.8,62,45000,0.5,2.3,0,0.42,10,790,20,1200,2018,"Calendar Year (Jan - Dec), 2018"
10016,PAMBA U/S,KERALA,2018,27,31,5.8,8.3,5.8,7.3,40,93,0.2,2,0,1.51,12,11600,36,20000,2018,"Calendar Year (Jan - Dec), 2018"
10017,PAMBA D/S,KERALA,2018,27,31,1.6,8,6.1,7.6,60,126,1,4.3,0,1.42,22,65000,48,78750,2018,"Calendar Year (Jan - Dec), 2018"
1461,"BHATSA RIVER AT D/S OF PISE DAM, NEAR PISE VILLAGE, TAL. BHIWANDI",MAHARASHTRA,2018,28,28,7,7,7.7,7.7,244,244,3,3,0.9,0.9,21,21,47,47,2018,"Calendar Year (Jan - Dec), 2018"
1462,PATALGANGA RIVER NEAR INTAKE OF MIDC W/W,MAHARASHTRA,2018,27,27,6.5,6.5,7.2,7.2,241,241,3.5,3.5,0.9,0.9,26,26,94,94,2018,"Calendar Year (Jan - Dec), 2018"
1424,"IMPHAL AT MAHABALI, MANIPUR",MANIPUR,2018,18,30,4.5,8.7,3.9,7.6,98,5951,1.2,5.6,2,35,,,52,345,2018,"Calendar Year (Jan - Dec), 2018"
